,maxs,Species,mins,YearsMax,YearsMin,DaysChange,YearSpan,DaysPerYear,Estimate,SD,LB,UB,Effects,sign,Var DaysChange,VarYears,VarDaysperyear,VarSlope,,RangeDaysChange,RangeYears,RangeDaysperYear,RangeSlope
36,166.1719911,myrsine semiserrata,145.1721842,2016,1939,20.99980692,77,0.272724765,0.053255546,1.065201947,-2.254048109,2.069456071,year_s,last,,,,,,,,,
37,423.6073735,nageia wallichiana,118.045328,2017,1838,305.5620455,179,1.707050534,-1.523548477,0.434536971,-2.422286626,-0.765697189,year_s,first,,,,,,,,,
38,80.4445703,nephelium hypoleucum,-105.8653309,1971,1836,186.3099012,135,1.380073342,0.568054132,0.196133374,0.21841148,0.995916292,year_s,last,,,,,,,,,
39,333.5852497,neptunia oleracea,158.9472685,2021,1828,174.6379812,193,0.904860006,-0.410200103,0.113959194,-0.656610625,-0.209802405,year_s,first,,,,,,,,,
40,247.3811408,nymphoides aurantiaca,122.3876706,2012,1860,124.9934702,152,0.822325462,-0.202555684,0.066457096,-0.348177336,-0.082663266,year_s,first,,,,,,,,,
41,225.4812442,nymphoides hydrophylla,7.421079689,2017,1844,218.0601646,173,1.260463379,0.966656566,0.607878508,-0.83927399,1.868545389,year_s,last,,,,,,,,,
42,345.2802137,onychium siliculosum,268.2343571,2017,1922,77.04585665,95,0.811009017,-0.293910301,0.713471172,-1.345214518,1.917110572,year_s,first,,,,,,,,,
43,259.0314455,ophiorrhiza mungos,203.6369902,2017,1929,55.39445538,88,0.629482447,-0.497589888,1.086300332,-2.52600476,1.302046169,year_s,first,,,,,,,,,
44,403.9870748,palhinhaea cernua,279.9922039,2017,1827,123.9948709,190,0.652604584,-0.416734888,0.201367798,-0.868761661,-0.079517491,year_s,first,,,,,,,,,
45,32.11813074,persicaria attenuata,24.23199677,2017,1897,7.886133968,120,0.065717783,-0.006825996,0.243583472,-0.297646887,0.485627393,year_s,first,,,,,,,,,
46,147.0416633,photinia integrifolia,134.5891823,2015,1936,12.45248097,79,0.157626341,0.02461202,1.090405156,-2.399962281,2.101544369,year_s,last,,,,,,,,,
47,83.11278706,piper betel,79.0926369,2014,1927,4.020150155,87,0.046208622,0.002102469,0.2625176,-0.310157083,0.318665142,year_s,last,,,,,,,,,
48,411.0685905,polygonum chinense,229.247059,2006,1893,181.8215316,113,1.609040102,-0.783391917,0.187021734,-1.190771439,-0.448400236,year_s,first,,,,,,,,,
49,91.06299745,pothos scandens,-43.68181364,2003,1827,134.7448111,176,0.765595518,0.629173353,0.92229385,-1.652697768,2.117940342,year_s,last,,,,,,,,,
50,384.9903373,pteris biaurita,271.7997298,2017,1933,113.1906075,84,1.347507232,-0.467220054,0.134737154,-0.76463367,-0.230678217,year_s,first,,,,,,,,,
51,179.6340496,rauvolfia serpentina,123.6305239,1960,1826,56.00352569,134,0.417936759,-0.527866196,1.114648411,-2.420967626,1.23405583,year_s,first,,,,,,,,,
52,149.0616803,rauvolfia verticillata,135.603947,2017,1937,13.45773334,80,0.168221667,-0.086011935,0.932542845,-1.901418703,1.657953716,year_s,first,,,,,,,,,
53,249.2903435,rhododendron ferrugineum,240.6967476,2017,1929,8.593595978,88,0.0976545,-0.111369395,0.86893474,-2.573565097,1.179867588,year_s,first,,,,,,,,,
54,207.9272802,rhododendron stewartianum,178.2842762,2005,1920,29.64300398,85,0.348741223,0.052170813,0.890027417,-1.888407034,1.710952502,year_s,last,,,,,,,,,
55,51.61832839,rubus ellipticus,-5.824226463,2014,1826,57.44255486,188,0.305545505,0.147337853,0.095557068,-0.032329194,0.351103839,year_s,last,,,,,,,,,
56,293.5503353,sagittaria trifolia,146.4389138,2005,1853,147.1114215,152,0.9678383,0.373488793,0.100040964,0.196267271,0.587926167,year_s,last,,,,,,,,,
57,379.6746163,schima wallichii,319.2107565,2017,1826,60.46385987,191,0.316564711,-0.178716829,0.354410959,-0.726023243,0.285457883,year_s,first,,,,,,,,,
58,194.3951207,selaginella involvens,174.8544809,2017,1937,19.54063981,80,0.244257998,0.045831216,0.974906954,-2.058059966,1.628638739,year_s,last,,,,,,,,,
59,420.8602571,senegalia catechu,258.1229365,2014,1902,162.7373206,112,1.453011791,0.780576544,0.323878146,0.34381403,1.546380678,year_s,last,,,,,,,,,
60,219.5247359,solena amplexicaulis,72.06329398,2017,1877,147.461442,140,1.053296014,-0.554235664,0.230767051,-1.035648664,-0.114244674,year_s,first,,,,,,,,,
61,314.3552065,sphaeranthus indicus,160.0810694,2017,1825,154.2741371,192,0.803511131,-0.33382111,0.081480051,-0.504022927,-0.18617221,year_s,first,,,,,,,,,
62,220.4334896,symplocos dryophila,190.3140363,2006,1939,30.11945331,67,0.449544079,-0.301946246,1.04592808,-2.394346175,1.408366124,year_s,first,,,,,,,,,
63,247.7962813,syzygium makul,138.8198044,2017,2015,108.9764769,2,54.48823846,-0.455047773,0.614747741,-1.24402525,1.417841992,year_s,first,,,,,,,,,
64,372.3609779,tectaria polymorpha,279.0579845,2017,1922,93.30299343,95,0.982136773,-0.418015454,0.101403382,-0.633538211,-0.228124937,year_s,first,,,,,,,,,
65,339.5134265,tragopogon porrifolius,137.9788725,2028,0,201.5345539,2028,0.099376013,-0.232977747,0.037023363,-0.306325107,-0.15949943,year_s,first,,,,,,,,,
66,304.2532713,urena lobata,275.5027825,2017,1826,28.75048884,191,0.15052612,0.371413779,1.109657534,-0.584194278,2.916331242,year_s,last,,,,,,,,,
67,245.9410029,utricularia stellaris,148.2643481,2019,1776,97.67665486,243,0.401961543,-0.666942993,1.359548365,-2.72469525,1.837479789,year_s,first,,,,,,,,,
68,272.2301865,zingiber integrilabrum,49.08048847,2004,1996,223.149698,8,27.89371225,-0.956324119,0.259209289,-1.509684209,-0.494501106,year_s,first,,,,,,,,,
69,159.607458,ziziphus rugosa,-5.273751044,2017,1827,164.8812091,190,0.867795837,0.638179658,0.218146826,0.290550438,1.14136844,year_s,last,,,,,,,,,
